device_id,customer_id,device_type,brand,model,serial_number,purchase_date,warranty_expiry,device_status
DEV00819,CUST04914,Router,Nokia,X593,SN61867780,2021-08-27,2027-02-17,In Stock
DEV00820,CUST04944,4G Dongle,Cisco,R634,SN84021762,2021-12-07,2028-04-26,Returned
DEV00821,CUST03035,Router,Airtel,A921,SN32456481,2025-12-16,2028-11-18,Returned
DEV00822,CUST03124,Fiber ONT,Nokia,R237,SN13366927,2025-10-10,2027-12-18,Faulty
DEV00823,CUST03909,WiFi Modem,Nokia,N712,SN23054180,2023-10-21,2028-12-27,Under Repair
DEV00824,CUST03348,Fiber ONT,D-Link,X826,SN49125622,2023-01-06,2028-07-28,In Use
DEV00825,CUST04735,4G Dongle,Nokia,X484,SN17078653,2024-03-03,2027-09-02,In Stock
DEV00826,CUST02588,Set Top Box,Netgear,X258,SN01213120,2025-09-04,2029-05-29,Returned
DEV00827,CUST04796,Fiber ONT,TP-Link,R678,SN32229054,2023-07-25,2026-11-27,Faulty
DEV00828,CUST02258,5G Router,Airtel,A523,SN63993151,2025-12-18,2027-12-21,Under Repair
DEV00829,CUST04568,Set Top Box,Huawei,N672,SN11785640,2021-11-13,2028-10-28,Under Repair
DEV00830,CUST03963,Fiber ONT,TP-Link,N892,SN05617411,2025-03-15,2026-08-28,Returned
DEV00831,CUST01132,5G Router,Nokia,A557,SN35293925,2024-12-15,2027-07-13,In Stock
DEV00832,CUST00822,WiFi Modem,Airtel,N920,SN66027945,2022-11-01,2028-03-23,Under Repair
DEV00833,CUST00427,WiFi Modem,Airtel,X923,SN92626100,2025-06-27,2027-03-19,In Use
DEV00834,CUST01191,Set Top Box,Airtel,X165,SN49168704,2024-12-04,2029-05-20,Faulty
DEV00835,CUST01817,Fiber ONT,Nokia,X841,SN28783033,2021-09-26,2027-01-02,Returned
DEV00836,CUST03283,4G Dongle,TP-Link,X892,SN13635633,2022-10-30,2028-06-22,In Stock
DEV00837,CUST04050,Set Top Box,Cisco,A970,SN58868868,2021-10-12,2027-07-11,Under Repair
DEV00838,CUST02343,WiFi Modem,Cisco,A729,SN67774815,2024-06-03,2028-08-27,In Stock
DEV00839,CUST00296,Fiber ONT,D-Link,X261,SN06976968,2025-11-26,2027-10-02,In Use
DEV00840,CUST02261,Set Top Box,Netgear,R515,SN28162287,2021-07-31,2028-09-28,Under Repair
DEV00841,CUST01641,4G Dongle,Cisco,X192,SN86277065,2024-03-31,2027-09-27,Under Repair
DEV00842,CUST02331,5G Router,Netgear,N935,SN92382650,2024-11-30,2026-12-11,Faulty
DEV00843,CUST01854,4G Dongle,D-Link,R513,SN17295120,2026-02-09,2029-04-28,Under Repair
DEV00844,CUST00039,Fiber ONT,Huawei,R618,SN79141970,2022-01-29,2029-06-24,In Use
DEV00845,CUST04577,Router,TP-Link,N219,SN70135059,2024-04-01,2029-05-02,Under Repair
DEV00846,CUST02112,4G Dongle,TP-Link,R486,SN53990010,2025-09-12,2028-06-26,Under Repair
DEV00847,CUST03962,WiFi Modem,Netgear,R797,SN40803251,2022-02-16,2027-09-02,Returned
DEV00848,CUST04808,Router,Jio,X364,SN52198673,2024-01-22,2026-09-14,In Use
DEV00849,CUST03135,5G Router,D-Link,A919,SN91613729,2021-08-10,2028-04-17,Faulty
DEV00850,CUST03379,Fiber ONT,Cisco,N354,SN98333035,2025-11-07,2027-10-07,Faulty
DEV00851,CUST00762,Set Top Box,Netgear,X667,SN99757976,2024-10-01,2028-12-20,In Stock
DEV00852,CUST03904,Fiber ONT,Netgear,A687,SN72785668,2023-09-15,2027-07-28,Faulty
DEV00853,CUST01498,5G Router,D-Link,R854,SN67671139,2026-03-22,2028-03-23,In Stock
DEV00854,CUST01924,5G Router,D-Link,N311,SN31723023,2022-11-30,2026-11-17,In Stock
DEV00855,CUST01662,WiFi Modem,Netgear,A897,SN78047423,2026-03-03,2027-07-11,In Use
DEV00856,CUST00983,Router,Jio,X882,SN10511564,2022-12-09,2026-08-20,Under Repair
DEV00857,CUST00347,Set Top Box,Netgear,N604,SN43080673,2025-03-30,2026-08-05,Under Repair
DEV00858,CUST02251,Set Top Box,Huawei,N507,SN28885050,2022-01-09,2027-06-28,In Stock
DEV00859,CUST04725,WiFi Modem,Cisco,R589,SN83514384,2023-02-21,2027-11-16,Under Repair
DEV00860,CUST00267,4G Dongle,Netgear,R981,SN23762906,2023-12-13,2029-03-03,In Stock
DEV00861,CUST03746,Router,Jio,N805,SN87406059,2024-09-10,2027-01-03,In Use
DEV00862,CUST00097,5G Router,D-Link,R694,SN15638197,2021-08-25,2028-12-19,In Use
DEV00863,CUST02666,Fiber ONT,TP-Link,A661,SN46718192,2026-04-21,2026-11-29,Faulty
DEV00864,CUST01943,Fiber ONT,Jio,N474,SN06828405,2023-09-27,2026-09-07,In Stock
DEV00865,CUST04086,Set Top Box,D-Link,R817,SN23924102,2023-11-10,2029-05-25,Faulty
DEV00866,CUST02991,Set Top Box,TP-Link,R284,SN44166653,2024-05-22,2026-11-10,Under Repair
DEV00867,CUST01075,4G Dongle,D-Link,X838,SN06705974,2025-06-11,2026-08-16,Faulty
DEV00868,CUST01932,4G Dongle,Airtel,R300,SN06409824,2022-11-30,2028-10-16,In Stock
DEV00869,CUST01226,Set Top Box,Cisco,A531,SN53566887,2024-03-23,2028-12-22,Returned
DEV00870,CUST01102,5G Router,Netgear,R407,SN98355147,2022-09-22,2027-11-07,Faulty
DEV00871,CUST04606,4G Dongle,Cisco,R201,SN88108685,2024-09-12,2027-10-11,In Stock
DEV00872,CUST00492,WiFi Modem,TP-Link,R959,SN58128397,2023-12-31,2026-09-18,In Use
DEV00873,CUST03686,5G Router,Netgear,N469,SN39924163,2025-12-12,2027-06-24,Faulty
DEV00874,CUST04591,4G Dongle,TP-Link,N120,SN86419660,2022-02-28,2026-11-17,Returned
DEV00875,CUST00994,Fiber ONT,D-Link,A899,SN29043720,2022-02-14,2029-02-06,Faulty
DEV00876,CUST02910,Fiber ONT,Jio,R180,SN69434040,2023-01-30,2027-12-23,Returned
DEV00877,CUST02348,Set Top Box,Huawei,A755,SN69980097,2022-02-27,2028-03-26,Faulty
DEV00878,CUST03456,5G Router,Airtel,X181,SN83579980,2022-09-05,2028-11-10,In Stock
DEV00879,CUST02815,WiFi Modem,Netgear,N768,SN44005044,2026-06-24,2029-02-10,Faulty
DEV00880,CUST02192,4G Dongle,Airtel,N555,SN67215450,2023-05-25,2028-02-06,Faulty
DEV00881,CUST04809,4G Dongle,Jio,R271,SN46907397,2026-03-26,2029-04-20,In Stock
DEV00882,CUST00190,WiFi Modem,D-Link,N861,SN57703530,2023-06-02,2028-02-28,In Use
DEV00883,CUST01726,WiFi Modem,Airtel,X197,SN53328588,2023-10-13,2027-11-13,In Use
DEV00884,CUST03877,4G Dongle,Cisco,X889,SN77893521,2026-05-28,2028-02-26,Returned
DEV00885,CUST04293,Router,Nokia,N732,SN54253112,2025-11-12,2028-01-26,In Stock
DEV00886,CUST00691,5G Router,Airtel,N334,SN02638512,2023-11-13,2029-02-18,In Stock
DEV00887,CUST02328,Set Top Box,Huawei,A639,SN07011721,2025-11-03,2027-05-14,In Stock
DEV00888,CUST00235,Router,Netgear,N984,SN94736157,2025-08-10,2028-05-09,Returned
DEV00889,CUST03828,4G Dongle,TP-Link,R238,SN91384898,2026-02-15,2029-04-16,Under Repair
DEV00890,CUST01451,4G Dongle,Jio,R636,SN29771664,2026-04-25,2026-07-09,Under Repair
DEV00891,CUST02537,Fiber ONT,Jio,A924,SN91145720,2021-10-23,2026-07-06,In Use
DEV00892,CUST03620,Fiber ONT,Netgear,R366,SN62616692,2024-01-11,2028-11-09,In Stock
DEV00893,CUST02487,Router,Cisco,A452,SN96295833,2023-01-05,2027-10-26,Faulty
DEV00894,CUST03844,4G Dongle,Cisco,R873,SN24206423,2022-01-01,2028-03-20,Returned
DEV00895,CUST02455,Router,Airtel,N711,SN93349833,2026-03-03,2026-09-10,In Stock
DEV00896,CUST00060,4G Dongle,Netgear,A521,SN74066685,2023-01-24,2027-12-26,Under Repair
DEV00897,CUST03581,Set Top Box,D-Link,A832,SN36900946,2022-12-12,2027-09-11,Returned
DEV00898,CUST03100,WiFi Modem,TP-Link,X532,SN28648527,2023-02-19,2026-09-02,In Stock
DEV00899,CUST04233,4G Dongle,TP-Link,N764,SN12239763,2022-09-30,2027-01-15,Under Repair
DEV00900,CUST02203,Set Top Box,D-Link,X286,SN89828347,2023-11-03,2027-04-22,In Stock
DEV00901,CUST02373,Router,Jio,R378,SN43018448,2022-12-11,2027-12-29,Under Repair
DEV00902,CUST04031,WiFi Modem,Netgear,X255,SN72860450,2025-12-23,2028-10-28,In Use
DEV00903,CUST04383,Router,Huawei,X388,SN39052285,2024-01-21,2026-07-29,Faulty
DEV00904,CUST01025,5G Router,Jio,X338,SN78340782,2021-08-06,2028-10-16,In Use
DEV00905,CUST01235,Router,Jio,A450,SN12833170,2025-10-22,2027-04-19,Returned
DEV00906,CUST02553,Set Top Box,Netgear,R813,SN00708104,2025-06-21,2029-05-19,In Use
DEV00907,CUST02706,Router,Huawei,X372,SN26707158,2022-03-02,2028-02-13,Returned
DEV00908,CUST00585,4G Dongle,Jio,A296,SN78687494,2021-11-04,2028-06-22,Faulty
DEV00909,CUST03126,Router,Nokia,A494,SN11437581,2026-04-19,2027-03-04,Returned
DEV00910,CUST02025,5G Router,Cisco,A571,SN75485123,2022-07-25,2028-10-14,In Use
DEV00911,CUST04270,5G Router,D-Link,R498,SN71610548,2023-02-05,2028-01-11,Faulty
DEV00912,CUST02647,WiFi Modem,Cisco,X359,SN30337907,2024-03-22,2029-05-23,Returned
DEV00913,CUST02448,WiFi Modem,Netgear,X984,SN02356344,2022-06-19,2028-09-01,In Stock
DEV00914,CUST00926,WiFi Modem,Airtel,N115,SN66397065,2022-03-23,2029-04-03,In Stock
DEV00915,CUST02262,4G Dongle,Nokia,R908,SN94328538,2022-08-08,2027-08-30,In Stock
DEV00916,CUST00074,Router,Jio,A480,SN64009869,2022-11-03,2027-01-03,In Use
DEV00917,CUST02038,WiFi Modem,Jio,X802,SN89882600,2026-04-21,2026-10-05,Under Repair
DEV00918,CUST02773,5G Router,Cisco,X464,SN33436736,2024-11-04,2028-01-28,In Stock
DEV00919,CUST04394,Router,Huawei,R338,SN09541216,2023-07-29,2026-08-28,Faulty
DEV00920,CUST04575,5G Router,Netgear,R850,SN12742800,2023-01-24,2026-12-16,In Stock
DEV00921,CUST00175,5G Router,Airtel,N841,SN49974594,2023-06-04,2027-09-08,In Stock
DEV00922,CUST02054,Router,Jio,R672,SN20233525,2025-01-11,2027-03-27,Faulty
DEV00923,CUST04447,5G Router,Jio,A680,SN10311342,2023-05-08,2027-11-29,In Stock
DEV00924,CUST04454,Fiber ONT,Netgear,R381,SN60471996,2026-04-18,2027-12-11,Under Repair
DEV00925,CUST04543,WiFi Modem,Nokia,A560,SN00187644,2024-02-09,2026-08-25,Faulty
DEV00926,CUST02158,4G Dongle,Netgear,R100,SN12670014,2025-04-19,2027-02-19,Under Repair
DEV00927,CUST03106,5G Router,Huawei,X734,SN79749404,2025-07-13,2027-05-02,Faulty
DEV00928,CUST01957,Fiber ONT,Nokia,R294,SN51970062,2021-11-18,2027-08-23,Under Repair
DEV00929,CUST04076,4G Dongle,Huawei,N430,SN79539430,2023-05-27,2029-03-13,Returned
DEV00930,CUST02639,Router,Nokia,X144,SN89487255,2022-07-03,2028-06-07,In Stock
DEV00931,CUST01464,Router,D-Link,X597,SN02773493,2022-02-26,2026-12-04,In Stock
DEV00932,CUST00809,Router,Airtel,R638,SN75023747,2024-07-01,2026-11-11,Under Repair
DEV00933,CUST04836,Fiber ONT,Cisco,N326,SN63413957,2025-03-31,2029-01-03,Under Repair
DEV00934,CUST00581,Router,D-Link,R952,SN11295320,2025-12-08,2029-03-27,In Use
DEV00935,CUST03835,5G Router,Cisco,N671,SN68404873,2022-03-13,2028-09-04,Returned
DEV00936,CUST03024,5G Router,Cisco,N641,SN30328992,2025-11-10,2028-02-29,In Use
DEV00937,CUST00577,Fiber ONT,Nokia,A631,SN13624528,2023-08-23,2028-12-09,In Use
DEV00938,CUST00830,5G Router,D-Link,R294,SN38215984,2024-08-16,2027-03-07,In Stock
DEV00939,CUST04311,5G Router,D-Link,A671,SN95294440,2021-10-20,2026-10-12,Under Repair
DEV00940,CUST03402,5G Router,Nokia,N790,SN38266123,2026-06-11,2028-07-22,Returned
DEV00941,CUST03499,Router,Huawei,A663,SN52383717,2023-07-06,2027-03-28,Returned
DEV00942,CUST04135,Fiber ONT,Huawei,R460,SN27642338,2024-07-25,2027-03-13,Faulty
DEV00943,CUST04507,Fiber ONT,Netgear,R882,SN40471133,2023-12-11,2029-01-01,Returned
DEV00944,CUST02650,4G Dongle,D-Link,A484,SN88939112,2024-01-26,2027-12-17,Under Repair
DEV00945,CUST02082,Fiber ONT,Jio,R506,SN52101922,2022-02-01,2027-10-19,In Use
DEV00946,CUST00284,Fiber ONT,Cisco,A409,SN18178596,2025-06-26,2028-05-09,In Use
DEV00947,CUST02461,WiFi Modem,D-Link,N122,SN55340808,2023-07-07,2026-12-30,Faulty
DEV00948,CUST04536,4G Dongle,Huawei,X138,SN30279095,2022-03-12,2029-05-28,Returned
DEV00949,CUST02914,WiFi Modem,Huawei,N475,SN32264847,2022-06-15,2029-01-19,Under Repair
DEV00950,CUST02047,WiFi Modem,TP-Link,N194,SN94593552,2021-12-25,2027-10-30,Under Repair
DEV00951,CUST03276,4G Dongle,D-Link,X840,SN58295325,2024-03-26,2027-02-25,Faulty
DEV00952,CUST03953,WiFi Modem,Jio,X709,SN39396369,2023-01-28,2026-11-18,Faulty
DEV00953,CUST00307,5G Router,Airtel,X898,SN23089218,2025-01-29,2026-07-21,In Use
DEV00954,CUST02740,Fiber ONT,Airtel,R988,SN98760953,2022-03-26,2027-07-01,In Use
DEV00955,CUST01858,5G Router,Cisco,R155,SN88170676,2024-05-04,2027-11-29,Faulty
DEV00956,CUST04296,Router,Netgear,A434,SN50238067,2021-08-05,2026-07-07,Under Repair
DEV00957,CUST01809,WiFi Modem,Cisco,R556,SN72506269,2022-01-01,2026-10-29,Under Repair
DEV00958,CUST04713,4G Dongle,Nokia,A542,SN98575706,2023-01-15,2028-03-14,Faulty
DEV00959,CUST03231,WiFi Modem,Huawei,N184,SN73159308,2021-09-02,2027-02-13,Returned
DEV00960,CUST04682,5G Router,Cisco,R368,SN06082583,2024-01-09,2026-11-25,In Use
DEV00961,CUST03265,4G Dongle,Airtel,A880,SN77501431,2023-10-25,2027-12-01,In Stock
DEV00962,CUST03940,4G Dongle,D-Link,R504,SN15144201,2025-10-17,2029-05-22,Under Repair
DEV00963,CUST01607,4G Dongle,D-Link,A173,SN15733214,2022-04-10,2028-04-03,Faulty
DEV00964,CUST03524,Fiber ONT,Nokia,X787,SN27547789,2026-01-24,2028-12-14,Returned
DEV00965,CUST03470,Fiber ONT,Netgear,A428,SN61543066,2024-03-07,2026-08-25,Faulty
DEV00966,CUST04866,5G Router,Cisco,N273,SN40510986,2024-10-06,2027-09-17,Faulty
DEV00967,CUST03623,4G Dongle,Huawei,R145,SN08407881,2025-10-04,2028-08-07,In Stock
DEV00968,CUST01636,5G Router,Netgear,A875,SN12462517,2025-03-10,2028-03-07,In Use
DEV00969,CUST00921,5G Router,Cisco,A735,SN92488537,2021-11-28,2026-07-13,In Stock
DEV00970,CUST02357,Router,Netgear,X412,SN42302064,2024-05-13,2027-04-11,Returned
DEV00971,CUST03860,Router,Netgear,A857,SN64640892,2024-07-03,2027-06-12,Under Repair
DEV00972,CUST01736,WiFi Modem,TP-Link,R737,SN92371328,2023-02-15,2029-02-19,In Stock
DEV00973,CUST00151,Set Top Box,Cisco,N274,SN52490222,2024-09-08,2028-04-28,In Use
DEV00974,CUST02327,WiFi Modem,TP-Link,X576,SN92636788,2025-10-05,2028-05-12,In Use
DEV00975,CUST00546,Set Top Box,TP-Link,N985,SN69444505,2025-12-19,2027-08-03,In Use
DEV00976,CUST00157,Fiber ONT,Airtel,A489,SN29530026,2025-04-15,2026-09-24,Under Repair
DEV00977,CUST00816,Fiber ONT,Jio,X290,SN21751195,2025-09-18,2028-02-05,In Stock
DEV00978,CUST04102,Set Top Box,Cisco,X353,SN70529654,2024-05-13,2026-08-01,Under Repair
DEV00979,CUST02498,Fiber ONT,Jio,R862,SN35403783,2025-09-18,2028-12-17,In Stock
DEV00980,CUST00151,Fiber ONT,Netgear,N740,SN65549667,2025-09-14,2028-02-28,Faulty
DEV00981,CUST01935,4G Dongle,TP-Link,X740,SN36212077,2024-11-07,2029-05-11,Faulty
DEV00982,CUST03172,Router,TP-Link,A255,SN38759297,2025-03-13,2027-11-01,Faulty
DEV00983,CUST03219,5G Router,Huawei,X847,SN07696021,2022-08-29,2028-01-04,Returned
DEV00984,CUST04266,5G Router,D-Link,R346,SN36728943,2025-03-18,2026-11-21,Under Repair
DEV00985,CUST01252,Set Top Box,TP-Link,N559,SN42568045,2025-05-31,2028-11-29,Under Repair
DEV00986,CUST01080,WiFi Modem,Huawei,A983,SN41498404,2021-09-27,2027-04-10,In Stock
DEV00987,CUST02532,5G Router,Huawei,R888,SN45675258,2022-07-08,2029-03-21,In Stock
DEV00988,CUST04628,WiFi Modem,Netgear,X670,SN67006475,2021-10-01,2028-08-05,Under Repair
DEV00989,CUST00970,WiFi Modem,Netgear,A844,SN43611129,2023-07-30,2029-05-31,In Use
DEV00990,CUST02611,Set Top Box,Airtel,N553,SN51317541,2025-05-07,2026-09-11,Faulty
DEV00991,CUST01245,WiFi Modem,Nokia,A289,SN22514299,2022-01-31,2027-03-17,In Use
DEV00992,CUST02187,4G Dongle,D-Link,A336,SN16605129,2025-08-11,2028-10-01,In Use
DEV00993,CUST02944,Router,Jio,A614,SN22142881,2023-02-10,2028-04-30,Under Repair
DEV00994,CUST03841,5G Router,Netgear,A972,SN15941557,2024-01-26,2028-01-23,Returned
DEV00995,CUST04026,Set Top Box,Huawei,A297,SN81019877,2021-12-09,2028-07-25,In Stock
DEV00996,CUST00265,Set Top Box,Cisco,N522,SN67535058,2023-06-06,2026-09-25,In Stock
DEV00997,CUST01662,WiFi Modem,Nokia,A549,SN67694432,2025-08-29,2027-01-04,Under Repair
DEV00998,CUST04014,5G Router,Netgear,R352,SN71459203,2025-02-19,2028-11-11,Returned
DEV00999,CUST03317,Router,Airtel,N503,SN34940977,2025-10-01,2029-04-30,Under Repair
DEV01000,CUST04686,4G Dongle,Cisco,X562,SN23645872,2024-02-21,2028-10-05,Returned
DEV01001,CUST00348,WiFi Modem,Airtel,X671,SN05436066,2021-10-03,2027-10-20,Returned
DEV01002,CUST04229,5G Router,Cisco,A398,SN03729968,2025-03-08,2027-01-29,Returned
DEV01003,CUST03261,Fiber ONT,TP-Link,R270,SN12685289,2025-12-09,2027-03-27,Returned
DEV01004,CUST02412,4G Dongle,Cisco,A574,SN34154827,2026-05-12,2029-03-18,Returned
DEV01005,CUST00741,5G Router,Nokia,A897,SN92642724,2022-10-24,2027-06-07,Under Repair
DEV01006,CUST04477,WiFi Modem,Airtel,R431,SN74674474,2022-07-07,2027-01-16,Returned
DEV01007,CUST00205,WiFi Modem,Jio,A565,SN21722136,2023-03-07,2028-10-23,In Use
DEV01008,CUST02049,Fiber ONT,Huawei,X193,SN86032529,2024-05-04,2029-06-19,In Use
DEV01009,CUST03682,5G Router,Netgear,X636,SN55231577,2024-04-19,2027-03-19,Returned
DEV01010,CUST04192,4G Dongle,Huawei,R663,SN32312429,2021-12-23,2028-08-17,Returned
DEV01011,CUST00360,WiFi Modem,Netgear,A266,SN80900497,2025-09-20,2029-04-12,In Stock
DEV01012,CUST01466,5G Router,Cisco,R415,SN49096033,2022-01-14,2027-10-10,Faulty
DEV01013,CUST03656,Fiber ONT,Huawei,X234,SN17960048,2026-05-26,2027-09-11,In Stock
DEV01014,CUST00029,4G Dongle,TP-Link,X569,SN75936414,2021-08-05,2027-10-21,Returned
DEV01015,CUST04085,4G Dongle,Cisco,R343,SN75272910,2023-03-17,2028-03-12,In Stock
DEV01016,CUST04824,5G Router,Jio,R519,SN33318416,2026-03-23,2028-08-10,Returned
DEV01017,CUST00651,4G Dongle,Cisco,A660,SN90386658,2024-04-23,2028-05-01,Faulty
DEV01018,CUST04568,WiFi Modem,Cisco,A251,SN17544291,2023-03-25,2028-12-30,In Use
DEV01019,CUST02860,Router,Huawei,X783,SN37350829,2024-01-11,2029-01-05,Under Repair
DEV01020,CUST04943,Fiber ONT,Netgear,X150,SN33899173,2021-11-07,2027-01-24,In Use
DEV01021,CUST03416,WiFi Modem,Huawei,N725,SN40478079,2026-02-20,2027-05-10,Under Repair
DEV01022,CUST04689,4G Dongle,Huawei,R867,SN54204430,2024-05-15,2028-02-16,Under Repair
DEV01023,CUST02951,Router,Nokia,N430,SN27012611,2024-12-28,2028-04-10,Faulty
DEV01024,CUST03105,Router,Airtel,X399,SN48986679,2025-06-13,2027-08-10,Returned
DEV01025,CUST01103,Router,TP-Link,N639,SN92131083,2026-03-17,2028-01-01,Returned
DEV01026,CUST04298,WiFi Modem,D-Link,X211,SN51930735,2026-02-07,2026-10-30,Under Repair
DEV01027,CUST04334,Router,Jio,N537,SN87945196,2025-06-12,2026-12-26,Under Repair
DEV01028,CUST02593,Fiber ONT,Netgear,A729,SN26886618,2023-04-02,2029-04-07,Under Repair
DEV01029,CUST04067,4G Dongle,Jio,R927,SN53473286,2023-11-18,2027-04-06,In Stock
DEV01030,CUST04993,WiFi Modem,TP-Link,A101,SN07900774,2023-08-23,2027-03-27,In Use
DEV01031,CUST00197,Set Top Box,Nokia,A918,SN13511214,2025-01-22,2028-12-07,Under Repair
DEV01032,CUST03397,Set Top Box,Cisco,N458,SN93722960,2025-02-16,2027-06-01,Under Repair
DEV01033,CUST01740,Router,D-Link,N360,SN09237585,2022-02-20,2028-12-31,In Use
DEV01034,CUST02522,Fiber ONT,Netgear,X216,SN22653959,2022-04-04,2027-06-18,Faulty
DEV01035,CUST02797,Set Top Box,Cisco,A298,SN82815589,2023-11-14,2027-07-30,Faulty
DEV01036,CUST02769,5G Router,Jio,R916,SN52710832,2022-09-19,2027-10-16,In Use
DEV01037,CUST01113,Set Top Box,Huawei,R985,SN85143325,2026-05-16,2028-05-17,Under Repair
DEV01038,CUST02746,Set Top Box,Airtel,X955,SN70482232,2024-01-17,2027-11-16,Under Repair
DEV01039,CUST02453,4G Dongle,Netgear,X313,SN98159006,2024-01-06,2029-06-04,Under Repair
DEV01040,CUST02718,Fiber ONT,Nokia,A387,SN41571296,2024-10-05,2028-11-23,In Use
DEV01041,CUST02779,Set Top Box,Huawei,R291,SN37672492,2024-01-11,2029-06-02,Under Repair
DEV01042,CUST00958,Fiber ONT,Netgear,X378,SN84592138,2024-02-01,2029-04-11,Returned
DEV01043,CUST00712,Set Top Box,D-Link,N562,SN24012667,2025-03-01,2026-09-15,Faulty
DEV01044,CUST01771,4G Dongle,TP-Link,A214,SN33698199,2023-04-07,2026-12-29,Faulty
DEV01045,CUST00307,WiFi Modem,Nokia,R618,SN72930930,2023-03-20,2028-12-23,In Use
DEV01046,CUST03954,4G Dongle,Huawei,A448,SN39286096,2024-05-22,2027-08-26,Returned
DEV01047,CUST04290,Fiber ONT,Netgear,A887,SN99057808,2021-09-16,2026-08-07,In Use
DEV01048,CUST04229,5G Router,Huawei,A841,SN69699326,2021-12-14,2027-03-03,In Use
DEV01049,CUST03764,Set Top Box,Nokia,X418,SN51067281,2025-06-22,2028-10-28,In Use
DEV01050,CUST04869,Router,Netgear,R147,SN62773406,2024-11-17,2027-05-02,In Use
DEV01051,CUST04265,5G Router,TP-Link,X691,SN01501160,2025-06-20,2027-04-18,Faulty
DEV01052,CUST01720,Fiber ONT,D-Link,A393,SN40485220,2023-09-23,2027-08-09,Faulty
DEV01053,CUST04361,Fiber ONT,Jio,X379,SN18547216,2025-03-30,2029-04-09,In Stock
DEV01054,CUST01291,Fiber ONT,Nokia,X737,SN76138710,2026-02-24,2026-07-16,Under Repair
DEV01055,CUST04212,Router,D-Link,N662,SN10085649,2021-11-28,2027-04-15,Faulty
DEV01056,CUST02221,WiFi Modem,TP-Link,A275,SN52442388,2023-03-23,2029-05-24,In Use
DEV01057,CUST02551,4G Dongle,Netgear,R151,SN80002801,2022-06-24,2027-11-21,In Stock
DEV01058,CUST00238,Set Top Box,Cisco,X492,SN90044470,2025-10-29,2028-09-04,In Use
DEV01059,CUST00706,Set Top Box,Airtel,A821,SN38639517,2021-08-09,2026-12-18,Under Repair
DEV01060,CUST04856,5G Router,Jio,N419,SN75131321,2024-09-22,2026-11-08,Faulty
DEV01061,CUST01624,5G Router,Nokia,R681,SN58878654,2023-08-07,2028-03-22,In Stock
DEV01062,CUST00762,5G Router,Jio,X566,SN77989592,2021-09-08,2027-08-13,Faulty
DEV01063,CUST03813,Set Top Box,D-Link,A247,SN40619009,2023-04-07,2026-07-21,Under Repair
DEV01064,CUST02114,Fiber ONT,Airtel,A816,SN86503379,2025-09-21,2028-01-30,Faulty
DEV01065,CUST02661,Set Top Box,Jio,X166,SN72740450,2025-06-19,2027-04-17,Returned
DEV01066,CUST00925,Fiber ONT,Jio,R966,SN66604654,2024-04-30,2027-02-08,In Stock
DEV01067,CUST02313,Fiber ONT,Huawei,X515,SN28220444,2025-11-01,2028-06-24,In Use
DEV01068,CUST02670,4G Dongle,Nokia,N645,SN26995444,2022-05-03,2027-12-11,Returned
DEV01069,CUST03284,4G Dongle,Airtel,A735,SN03462441,2024-01-19,2027-03-06,In Stock
DEV01070,CUST04489,WiFi Modem,Jio,R167,SN59734739,2025-07-20,2028-06-16,Faulty
DEV01071,CUST01706,5G Router,Airtel,R680,SN74171600,2023-04-18,2027-02-15,Faulty
DEV01072,CUST04461,5G Router,D-Link,A778,SN87488692,2025-03-12,2026-09-30,In Use
DEV01073,CUST04704,Set Top Box,Nokia,R433,SN25555525,2026-05-30,2027-03-24,Under Repair
DEV01074,CUST00800,Set Top Box,Huawei,N515,SN91087610,2026-03-22,2028-02-04,In Use
DEV01075,CUST04901,Router,Airtel,N606,SN76868053,2023-06-05,2029-04-22,In Use
DEV01076,CUST00742,WiFi Modem,Huawei,X875,SN38840329,2024-04-21,2026-12-30,In Stock
DEV01077,CUST01223,Set Top Box,TP-Link,R730,SN19869762,2025-04-09,2028-07-18,Under Repair
DEV01078,CUST03664,WiFi Modem,D-Link,N406,SN57001337,2022-03-13,2027-03-09,Under Repair
DEV01079,CUST02495,Set Top Box,Netgear,X696,SN79144614,2022-07-02,2026-07-10,In Use
DEV01080,CUST04182,Set Top Box,Huawei,N163,SN74613875,2021-07-24,2027-05-16,Faulty
DEV01081,CUST04497,Router,Cisco,N212,SN43887594,2024-10-22,2026-10-03,Faulty
DEV01082,CUST00256,WiFi Modem,Airtel,R740,SN37244391,2021-08-02,2027-12-09,Faulty
DEV01083,CUST03136,Set Top Box,Airtel,R658,SN94447688,2022-01-04,2026-07-31,In Stock
DEV01084,CUST01421,Set Top Box,Huawei,A668,SN88381439,2021-08-04,2027-06-22,Returned
DEV01085,CUST02952,Set Top Box,Huawei,N993,SN69626517,2022-10-16,2028-11-04,In Stock
DEV01086,CUST01101,Router,Nokia,X247,SN05734112,2025-01-01,2026-08-26,Returned
DEV01087,CUST03578,WiFi Modem,Nokia,A757,SN72231773,2023-04-07,2028-09-17,Returned
DEV01088,CUST03736,5G Router,Airtel,A565,SN20312507,2022-05-19,2027-09-15,Under Repair
DEV01089,CUST03475,4G Dongle,Jio,R463,SN81192817,2024-06-24,2027-07-18,In Stock
DEV01090,CUST01523,Set Top Box,Cisco,R967,SN62443104,2023-02-15,2027-08-26,In Stock
