customer_id,connection_number,broadband_plan,connection_type,speed_mbps,installation_date,status
CUST03916,BB00001103,Fiber 699,Fiber,100,2024-09-01,Active
CUST01863,BB00001104,Fiber 499,Fiber,40,2026-05-02,Active
CUST00271,BB00001105,Fiber 499,Fiber,40,2022-07-20,Inactive
CUST01729,BB00001106,Fiber 1999,Fiber,500,2022-06-23,Active
CUST04076,BB00001107,Fiber 1999,Fiber,500,2022-11-04,Inactive
CUST02158,BB00001108,Fiber 499,Fiber,40,2022-02-04,Suspended
CUST03932,BB00001109,Fiber 799,Fiber,150,2024-08-16,Inactive
CUST00112,BB00001110,Fiber 799,Fiber,150,2023-02-01,Active
CUST02385,BB00001111,Fiber 699,Fiber,100,2026-05-01,Suspended
CUST00221,BB00001112,Fiber 799,Fiber,150,2022-06-05,Suspended
CUST00628,BB00001113,Fiber 499,Fiber,40,2024-01-03,Inactive
CUST01182,BB00001114,Fiber 1499,Fiber,300,2024-06-07,Suspended
CUST03382,BB00001115,Fiber 2499,Fiber,1000,2021-10-06,Inactive
CUST02423,BB00001116,Fiber 1999,Fiber,500,2025-06-20,Active
CUST00791,BB00001117,Fiber 1499,Fiber,300,2023-10-23,Active
CUST04276,BB00001118,Fiber 999,Fiber,200,2021-10-21,Active
CUST00462,BB00001119,Fiber 1999,Fiber,500,2022-05-24,Suspended
CUST04403,BB00001120,Fiber 699,Fiber,100,2024-05-29,Inactive
CUST00552,BB00001121,Fiber 499,Fiber,40,2024-10-26,Suspended
CUST03130,BB00001122,Fiber 1999,Fiber,500,2025-01-15,Active
CUST01445,BB00001123,Fiber 499,Fiber,40,2025-06-17,Active
CUST00199,BB00001124,Fiber 999,Fiber,200,2022-05-14,Active
CUST02590,BB00001125,Fiber 799,Fiber,150,2025-01-05,Inactive
CUST00403,BB00001126,Fiber 2499,Fiber,1000,2024-12-31,Active
CUST03960,BB00001127,Fiber 2499,Fiber,1000,2021-09-01,Inactive
CUST04190,BB00001128,Fiber 1499,Fiber,300,2021-10-12,Suspended
CUST04764,BB00001129,Fiber 1499,Fiber,300,2021-07-31,Inactive
CUST02096,BB00001130,Fiber 1999,Fiber,500,2024-08-01,Suspended
CUST02901,BB00001131,Fiber 999,Fiber,200,2025-01-17,Suspended
CUST04463,BB00001132,Fiber 999,Fiber,200,2022-11-09,Suspended
CUST00651,BB00001133,Fiber 499,Fiber,40,2021-11-10,Inactive
CUST00709,BB00001134,Fiber 499,Fiber,40,2022-06-04,Suspended
CUST01481,BB00001135,Fiber 499,Fiber,40,2025-04-05,Inactive
CUST04415,BB00001136,Fiber 1499,Fiber,300,2024-10-08,Suspended
CUST03066,BB00001137,Fiber 2499,Fiber,1000,2022-03-22,Inactive
CUST02396,BB00001138,Fiber 799,Fiber,150,2025-12-23,Active
CUST01770,BB00001139,Fiber 1999,Fiber,500,2021-12-30,Active
CUST00315,BB00001140,Fiber 499,Fiber,40,2024-04-07,Inactive
CUST03762,BB00001141,Fiber 1499,Fiber,300,2021-07-04,Suspended
CUST04910,BB00001142,Fiber 1499,Fiber,300,2024-09-16,Active
CUST00114,BB00001143,Fiber 499,Fiber,40,2025-03-10,Suspended
CUST00961,BB00001144,Fiber 699,Fiber,100,2024-09-21,Inactive
CUST02911,BB00001145,Fiber 799,Fiber,150,2022-07-24,Active
CUST03406,BB00001146,Fiber 1999,Fiber,500,2022-06-24,Suspended
CUST01624,BB00001147,Fiber 499,Fiber,40,2021-12-18,Suspended
CUST03323,BB00001148,Fiber 799,Fiber,150,2024-09-16,Inactive
CUST05000,BB00001149,Fiber 799,Fiber,150,2021-10-10,Active
CUST01819,BB00001150,Fiber 799,Fiber,150,2026-02-28,Active
CUST03195,BB00001151,Fiber 499,Fiber,40,2021-08-11,Suspended
CUST03008,BB00001152,Fiber 999,Fiber,200,2021-11-10,Inactive
CUST03415,BB00001153,Fiber 1499,Fiber,300,2025-07-01,Inactive
CUST04529,BB00001154,Fiber 499,Fiber,40,2023-11-21,Inactive
CUST01898,BB00001155,Fiber 499,Fiber,40,2026-04-11,Inactive
CUST01919,BB00001156,Fiber 1999,Fiber,500,2023-08-29,Suspended
CUST01271,BB00001157,Fiber 1999,Fiber,500,2022-06-13,Inactive
CUST04177,BB00001158,Fiber 1499,Fiber,300,2022-12-26,Suspended
CUST04963,BB00001159,Fiber 499,Fiber,40,2025-09-15,Suspended
CUST04884,BB00001160,Fiber 699,Fiber,100,2024-11-29,Suspended
CUST04095,BB00001161,Fiber 2499,Fiber,1000,2023-03-06,Active
CUST03160,BB00001162,Fiber 2499,Fiber,1000,2025-05-14,Inactive
CUST01814,BB00001163,Fiber 499,Fiber,40,2026-03-21,Inactive
CUST02427,BB00001164,Fiber 999,Fiber,200,2024-06-03,Suspended
CUST03951,BB00001165,Fiber 999,Fiber,200,2021-12-04,Inactive
CUST04429,BB00001166,Fiber 1499,Fiber,300,2024-03-09,Suspended
CUST02143,BB00001167,Fiber 999,Fiber,200,2022-10-14,Inactive
CUST01627,BB00001168,Fiber 2499,Fiber,1000,2022-06-17,Inactive
CUST00790,BB00001169,Fiber 1499,Fiber,300,2021-11-04,Inactive
CUST03787,BB00001170,Fiber 2499,Fiber,1000,2023-09-03,Suspended
CUST01865,BB00001171,Fiber 499,Fiber,40,2026-05-03,Suspended
CUST02866,BB00001172,Fiber 1499,Fiber,300,2023-12-09,Suspended
CUST00872,BB00001173,Fiber 1999,Fiber,500,2026-01-13,Active
CUST03272,BB00001174,Fiber 1999,Fiber,500,2021-07-02,Inactive
CUST03834,BB00001175,Fiber 499,Fiber,40,2022-01-31,Inactive
CUST00074,BB00001176,Fiber 499,Fiber,40,2024-10-02,Suspended
CUST01753,BB00001177,Fiber 699,Fiber,100,2022-05-24,Inactive
CUST01422,BB00001178,Fiber 999,Fiber,200,2026-04-27,Active
CUST04222,BB00001179,Fiber 699,Fiber,100,2025-11-12,Active
CUST04694,BB00001180,Fiber 1999,Fiber,500,2023-03-15,Active
CUST04370,BB00001181,Fiber 1499,Fiber,300,2022-03-20,Suspended
CUST04576,BB00001182,Fiber 799,Fiber,150,2022-12-09,Suspended
CUST03810,BB00001183,Fiber 1999,Fiber,500,2025-11-29,Active
CUST02245,BB00001184,Fiber 799,Fiber,150,2025-03-09,Suspended
CUST03048,BB00001185,Fiber 999,Fiber,200,2024-05-14,Active
CUST02446,BB00001186,Fiber 1499,Fiber,300,2024-07-25,Suspended
CUST00495,BB00001187,Fiber 999,Fiber,200,2025-04-25,Active
CUST03131,BB00001188,Fiber 1999,Fiber,500,2023-11-29,Active
CUST04322,BB00001189,Fiber 799,Fiber,150,2022-05-21,Active
CUST04398,BB00001190,Fiber 799,Fiber,150,2022-01-21,Inactive
CUST01165,BB00001191,Fiber 799,Fiber,150,2023-06-07,Inactive
CUST03735,BB00001192,Fiber 999,Fiber,200,2024-03-04,Active
CUST01731,BB00001193,Fiber 999,Fiber,200,2025-07-02,Active
CUST04813,BB00001194,Fiber 2499,Fiber,1000,2024-08-01,Inactive
CUST02403,BB00001195,Fiber 499,Fiber,40,2025-06-14,Inactive
CUST03404,BB00001196,Fiber 799,Fiber,150,2026-02-07,Inactive
CUST00619,BB00001197,Fiber 499,Fiber,40,2024-03-18,Suspended
CUST01698,BB00001198,Fiber 999,Fiber,200,2024-12-03,Suspended
CUST03594,BB00001199,Fiber 1999,Fiber,500,2026-02-20,Suspended
CUST01958,BB00001200,Fiber 699,Fiber,100,2022-02-21,Active
CUST01222,BB00001201,Fiber 799,Fiber,150,2025-04-09,Active
CUST02074,BB00001202,Fiber 999,Fiber,200,2022-07-05,Inactive
CUST03411,BB00001203,Fiber 2499,Fiber,1000,2025-03-15,Inactive
CUST00870,BB00001204,Fiber 699,Fiber,100,2024-11-29,Active
CUST02719,BB00001205,Fiber 999,Fiber,200,2021-11-04,Suspended
CUST01043,BB00001206,Fiber 2499,Fiber,1000,2022-04-21,Inactive
CUST01362,BB00001207,Fiber 999,Fiber,200,2023-05-06,Inactive
CUST00357,BB00001208,Fiber 699,Fiber,100,2022-06-09,Inactive
CUST01163,BB00001209,Fiber 499,Fiber,40,2021-11-19,Inactive
CUST02766,BB00001210,Fiber 2499,Fiber,1000,2023-08-13,Active
CUST03253,BB00001211,Fiber 499,Fiber,40,2024-12-31,Suspended
CUST01439,BB00001212,Fiber 2499,Fiber,1000,2025-05-04,Active
CUST03604,BB00001213,Fiber 799,Fiber,150,2024-09-25,Inactive
CUST04941,BB00001214,Fiber 699,Fiber,100,2025-03-14,Active
CUST04594,BB00001215,Fiber 799,Fiber,150,2021-09-01,Suspended
CUST03640,BB00001216,Fiber 499,Fiber,40,2024-11-10,Inactive
CUST01254,BB00001217,Fiber 1499,Fiber,300,2022-11-24,Suspended
CUST03366,BB00001218,Fiber 1999,Fiber,500,2021-11-24,Active
CUST00333,BB00001219,Fiber 799,Fiber,150,2025-06-01,Inactive
CUST03695,BB00001220,Fiber 999,Fiber,200,2022-02-24,Suspended
CUST03569,BB00001221,Fiber 2499,Fiber,1000,2022-11-18,Suspended
CUST02729,BB00001222,Fiber 499,Fiber,40,2021-11-11,Suspended
CUST03668,BB00001223,Fiber 699,Fiber,100,2025-11-26,Active
CUST01631,BB00001224,Fiber 799,Fiber,150,2025-02-03,Inactive
CUST01117,BB00001225,Fiber 499,Fiber,40,2025-04-13,Active
CUST01850,BB00001226,Fiber 1499,Fiber,300,2023-09-11,Suspended
CUST03555,BB00001227,Fiber 2499,Fiber,1000,2025-07-16,Suspended
CUST03154,BB00001228,Fiber 1999,Fiber,500,2024-11-16,Suspended
CUST03266,BB00001229,Fiber 1999,Fiber,500,2021-10-06,Inactive
CUST01666,BB00001230,Fiber 999,Fiber,200,2021-08-04,Active
CUST00446,BB00001231,Fiber 499,Fiber,40,2023-08-13,Inactive
CUST02246,BB00001232,Fiber 799,Fiber,150,2025-11-16,Active
CUST00453,BB00001233,Fiber 699,Fiber,100,2026-06-06,Suspended
CUST01552,BB00001234,Fiber 1999,Fiber,500,2022-07-27,Suspended
CUST04435,BB00001235,Fiber 2499,Fiber,1000,2021-08-06,Suspended
CUST02955,BB00001236,Fiber 1499,Fiber,300,2025-02-15,Active
CUST00015,BB00001237,Fiber 499,Fiber,40,2022-10-19,Suspended
CUST03629,BB00001238,Fiber 1499,Fiber,300,2022-04-03,Active
CUST00946,BB00001239,Fiber 999,Fiber,200,2023-04-24,Inactive
CUST00248,BB00001240,Fiber 1499,Fiber,300,2022-02-23,Inactive
CUST04698,BB00001241,Fiber 1999,Fiber,500,2025-06-30,Active
CUST00361,BB00001242,Fiber 699,Fiber,100,2023-12-18,Active
CUST04657,BB00001243,Fiber 1999,Fiber,500,2024-08-28,Active
CUST01615,BB00001244,Fiber 999,Fiber,200,2023-07-10,Inactive
CUST02304,BB00001245,Fiber 1499,Fiber,300,2026-01-24,Inactive
CUST04142,BB00001246,Fiber 1499,Fiber,300,2021-12-20,Active
CUST03169,BB00001247,Fiber 999,Fiber,200,2025-08-30,Inactive
CUST02479,BB00001248,Fiber 999,Fiber,200,2024-10-16,Active
CUST04215,BB00001249,Fiber 1499,Fiber,300,2023-01-02,Inactive
CUST04181,BB00001250,Fiber 1499,Fiber,300,2021-08-01,Active
CUST04885,BB00001251,Fiber 699,Fiber,100,2025-12-02,Suspended
CUST03164,BB00001252,Fiber 499,Fiber,40,2022-04-30,Inactive
CUST00491,BB00001253,Fiber 2499,Fiber,1000,2023-02-25,Active
CUST00863,BB00001254,Fiber 1499,Fiber,300,2024-04-16,Active
CUST01741,BB00001255,Fiber 999,Fiber,200,2025-08-11,Active
CUST04100,BB00001256,Fiber 1499,Fiber,300,2022-07-29,Inactive
CUST04386,BB00001257,Fiber 999,Fiber,200,2025-02-01,Inactive
CUST02448,BB00001258,Fiber 999,Fiber,200,2025-04-11,Active
CUST04231,BB00001259,Fiber 799,Fiber,150,2023-05-07,Inactive
CUST00507,BB00001260,Fiber 699,Fiber,100,2023-06-02,Active
CUST02678,BB00001261,Fiber 499,Fiber,40,2022-12-07,Inactive
CUST02996,BB00001262,Fiber 799,Fiber,150,2025-05-30,Active
CUST01943,BB00001263,Fiber 1999,Fiber,500,2023-05-28,Active
CUST01223,BB00001264,Fiber 699,Fiber,100,2024-07-14,Suspended
CUST01114,BB00001265,Fiber 1999,Fiber,500,2022-09-02,Active
CUST01906,BB00001266,Fiber 799,Fiber,150,2025-04-03,Inactive
CUST03424,BB00001267,Fiber 1999,Fiber,500,2023-12-16,Inactive
CUST01878,BB00001268,Fiber 499,Fiber,40,2024-09-17,Inactive
CUST04673,BB00001269,Fiber 2499,Fiber,1000,2026-05-21,Active
CUST00434,BB00001270,Fiber 699,Fiber,100,2023-04-18,Suspended
CUST02365,BB00001271,Fiber 799,Fiber,150,2026-02-23,Active
CUST03155,BB00001272,Fiber 799,Fiber,150,2022-10-02,Inactive
CUST02836,BB00001273,Fiber 999,Fiber,200,2025-06-21,Suspended
CUST02093,BB00001274,Fiber 499,Fiber,40,2023-06-30,Inactive
CUST03011,BB00001275,Fiber 499,Fiber,40,2024-04-13,Suspended
CUST03163,BB00001276,Fiber 799,Fiber,150,2022-11-01,Active
CUST02946,BB00001277,Fiber 2499,Fiber,1000,2026-03-09,Inactive
CUST03917,BB00001278,Fiber 1999,Fiber,500,2021-07-23,Active
CUST02917,BB00001279,Fiber 2499,Fiber,1000,2021-12-17,Suspended
CUST01103,BB00001280,Fiber 699,Fiber,100,2025-09-09,Active
CUST01449,BB00001281,Fiber 1999,Fiber,500,2024-09-12,Suspended
CUST01721,BB00001282,Fiber 2499,Fiber,1000,2022-05-26,Active
CUST04519,BB00001283,Fiber 1499,Fiber,300,2023-05-31,Inactive
CUST03843,BB00001284,Fiber 2499,Fiber,1000,2024-08-21,Suspended
CUST00157,BB00001285,Fiber 1499,Fiber,300,2021-06-29,Active
CUST02979,BB00001286,Fiber 1999,Fiber,500,2026-05-03,Active
CUST01774,BB00001287,Fiber 1499,Fiber,300,2024-11-24,Active
CUST00616,BB00001288,Fiber 699,Fiber,100,2024-10-29,Inactive
CUST00644,BB00001289,Fiber 799,Fiber,150,2021-12-08,Suspended
CUST01936,BB00001290,Fiber 1999,Fiber,500,2022-09-16,Inactive
CUST04278,BB00001291,Fiber 799,Fiber,150,2025-03-21,Inactive
CUST01069,BB00001292,Fiber 999,Fiber,200,2025-01-22,Active
CUST04455,BB00001293,Fiber 1499,Fiber,300,2023-10-01,Inactive
CUST04155,BB00001294,Fiber 799,Fiber,150,2023-05-29,Inactive
CUST04240,BB00001295,Fiber 1499,Fiber,300,2022-05-13,Suspended
CUST04869,BB00001296,Fiber 2499,Fiber,1000,2021-07-17,Inactive
CUST00331,BB00001297,Fiber 1999,Fiber,500,2025-11-11,Inactive
CUST02058,BB00001298,Fiber 999,Fiber,200,2024-08-08,Inactive
CUST02647,BB00001299,Fiber 1499,Fiber,300,2022-10-06,Inactive
CUST02192,BB00001300,Fiber 799,Fiber,150,2025-03-21,Suspended
CUST00623,BB00001301,Fiber 2499,Fiber,1000,2023-02-01,Inactive
CUST01596,BB00001302,Fiber 999,Fiber,200,2025-03-02,Suspended
CUST02916,BB00001303,Fiber 499,Fiber,40,2022-10-18,Inactive
CUST04822,BB00001304,Fiber 2499,Fiber,1000,2024-01-10,Inactive
CUST03899,BB00001305,Fiber 699,Fiber,100,2022-07-25,Active
CUST01920,BB00001306,Fiber 499,Fiber,40,2026-01-29,Inactive
CUST04174,BB00001307,Fiber 699,Fiber,100,2023-01-06,Active
CUST04478,BB00001308,Fiber 1999,Fiber,500,2021-08-20,Suspended
CUST00756,BB00001309,Fiber 999,Fiber,200,2024-08-09,Active
CUST00519,BB00001310,Fiber 1499,Fiber,300,2026-05-27,Active
CUST03804,BB00001311,Fiber 799,Fiber,150,2024-01-15,Inactive
CUST00033,BB00001312,Fiber 999,Fiber,200,2023-03-17,Suspended
CUST02938,BB00001313,Fiber 1999,Fiber,500,2025-06-12,Suspended
CUST01158,BB00001314,Fiber 1499,Fiber,300,2021-08-08,Inactive
CUST00745,BB00001315,Fiber 699,Fiber,100,2022-03-10,Suspended
CUST01498,BB00001316,Fiber 2499,Fiber,1000,2022-08-27,Active
CUST03460,BB00001317,Fiber 2499,Fiber,1000,2024-09-12,Inactive
CUST03756,BB00001318,Fiber 499,Fiber,40,2025-05-05,Active
CUST02592,BB00001319,Fiber 1499,Fiber,300,2025-04-25,Active
CUST00784,BB00001320,Fiber 699,Fiber,100,2025-07-02,Active
CUST03494,BB00001321,Fiber 999,Fiber,200,2022-07-20,Suspended
CUST02950,BB00001322,Fiber 1499,Fiber,300,2025-10-06,Active
CUST00230,BB00001323,Fiber 999,Fiber,200,2022-03-30,Suspended
CUST00858,BB00001324,Fiber 2499,Fiber,1000,2026-03-11,Inactive
CUST02267,BB00001325,Fiber 499,Fiber,40,2023-10-06,Suspended
CUST04275,BB00001326,Fiber 1499,Fiber,300,2023-05-04,Inactive
CUST00409,BB00001327,Fiber 499,Fiber,40,2022-09-11,Suspended
CUST00171,BB00001328,Fiber 1499,Fiber,300,2022-07-01,Inactive
CUST00541,BB00001329,Fiber 2499,Fiber,1000,2022-11-11,Suspended
CUST02211,BB00001330,Fiber 799,Fiber,150,2024-02-08,Active
CUST02305,BB00001331,Fiber 499,Fiber,40,2023-10-27,Suspended
CUST02568,BB00001332,Fiber 799,Fiber,150,2024-04-16,Active
CUST00614,BB00001333,Fiber 699,Fiber,100,2025-05-25,Inactive
CUST02102,BB00001334,Fiber 699,Fiber,100,2024-10-21,Suspended
CUST01809,BB00001335,Fiber 699,Fiber,100,2022-01-23,Inactive
CUST03439,BB00001336,Fiber 1999,Fiber,500,2026-03-13,Suspended
CUST01162,BB00001337,Fiber 799,Fiber,150,2023-11-09,Inactive
CUST04226,BB00001338,Fiber 2499,Fiber,1000,2024-07-06,Inactive
CUST03120,BB00001339,Fiber 699,Fiber,100,2024-10-22,Inactive
CUST03653,BB00001340,Fiber 1999,Fiber,500,2024-12-13,Active
CUST01611,BB00001341,Fiber 499,Fiber,40,2025-10-07,Suspended
CUST01933,BB00001342,Fiber 499,Fiber,40,2021-08-27,Suspended
CUST03028,BB00001343,Fiber 2499,Fiber,1000,2026-05-20,Active
CUST00565,BB00001344,Fiber 499,Fiber,40,2025-08-23,Suspended
CUST03572,BB00001345,Fiber 699,Fiber,100,2025-07-02,Inactive
CUST04248,BB00001346,Fiber 499,Fiber,40,2025-07-28,Suspended
CUST02389,BB00001347,Fiber 699,Fiber,100,2025-11-25,Active
CUST01472,BB00001348,Fiber 1999,Fiber,500,2026-06-17,Active
CUST02631,BB00001349,Fiber 2499,Fiber,1000,2023-10-27,Inactive
CUST01836,BB00001350,Fiber 499,Fiber,40,2021-08-15,Inactive
CUST04929,BB00001351,Fiber 499,Fiber,40,2025-05-27,Active
CUST03476,BB00001352,Fiber 699,Fiber,100,2022-12-04,Inactive
CUST01534,BB00001353,Fiber 2499,Fiber,1000,2024-06-30,Inactive
CUST04328,BB00001354,Fiber 1499,Fiber,300,2023-10-12,Suspended
CUST02485,BB00001355,Fiber 699,Fiber,100,2021-08-19,Suspended
CUST04208,BB00001356,Fiber 1499,Fiber,300,2021-12-17,Inactive
CUST01173,BB00001357,Fiber 999,Fiber,200,2023-02-08,Suspended
CUST01428,BB00001358,Fiber 799,Fiber,150,2023-07-22,Inactive
CUST00326,BB00001359,Fiber 2499,Fiber,1000,2024-01-23,Inactive
CUST01052,BB00001360,Fiber 999,Fiber,200,2025-04-28,Inactive
CUST03320,BB00001361,Fiber 699,Fiber,100,2022-07-31,Suspended
CUST04722,BB00001362,Fiber 999,Fiber,200,2025-07-06,Inactive
CUST03865,BB00001363,Fiber 1999,Fiber,500,2025-11-08,Active
CUST02604,BB00001364,Fiber 999,Fiber,200,2025-02-22,Active
CUST01739,BB00001365,Fiber 699,Fiber,100,2024-03-29,Suspended
CUST01197,BB00001366,Fiber 2499,Fiber,1000,2023-06-26,Inactive
CUST00621,BB00001367,Fiber 999,Fiber,200,2025-02-08,Suspended
CUST01375,BB00001368,Fiber 799,Fiber,150,2022-03-31,Active
CUST02880,BB00001369,Fiber 999,Fiber,200,2026-04-06,Suspended
CUST01190,BB00001370,Fiber 999,Fiber,200,2025-03-20,Suspended
CUST00329,BB00001371,Fiber 1499,Fiber,300,2025-12-29,Active
CUST00649,BB00001372,Fiber 1499,Fiber,300,2022-03-21,Active
CUST00898,BB00001373,Fiber 499,Fiber,40,2026-01-11,Inactive
CUST03883,BB00001374,Fiber 499,Fiber,40,2024-08-13,Active
CUST01124,BB00001375,Fiber 699,Fiber,100,2023-01-14,Suspended
CUST01892,BB00001376,Fiber 1499,Fiber,300,2021-08-19,Active
CUST04644,BB00001377,Fiber 1999,Fiber,500,2022-05-08,Inactive
CUST04792,BB00001378,Fiber 999,Fiber,200,2025-05-10,Active
CUST04530,BB00001379,Fiber 699,Fiber,100,2021-12-19,Active
CUST04235,BB00001380,Fiber 999,Fiber,200,2025-04-23,Suspended
CUST01594,BB00001381,Fiber 2499,Fiber,1000,2024-01-20,Active
CUST03313,BB00001382,Fiber 1499,Fiber,300,2021-12-27,Inactive
CUST02548,BB00001383,Fiber 999,Fiber,200,2024-04-25,Suspended
CUST01546,BB00001384,Fiber 1499,Fiber,300,2022-05-07,Suspended
CUST04337,BB00001385,Fiber 1999,Fiber,500,2025-08-04,Inactive
CUST01024,BB00001386,Fiber 1999,Fiber,500,2025-11-05,Active
CUST01972,BB00001387,Fiber 799,Fiber,150,2022-03-20,Active
CUST04989,BB00001388,Fiber 999,Fiber,200,2024-10-16,Inactive
CUST01715,BB00001389,Fiber 499,Fiber,40,2024-05-15,Active
CUST01718,BB00001390,Fiber 1499,Fiber,300,2022-08-24,Inactive
CUST01478,BB00001391,Fiber 2499,Fiber,1000,2023-10-30,Inactive
CUST00810,BB00001392,Fiber 999,Fiber,200,2023-09-18,Suspended
CUST02851,BB00001393,Fiber 1999,Fiber,500,2025-04-03,Suspended
CUST00979,BB00001394,Fiber 499,Fiber,40,2022-02-11,Inactive
CUST04688,BB00001395,Fiber 1499,Fiber,300,2024-04-05,Active
CUST04896,BB00001396,Fiber 1999,Fiber,500,2025-05-28,Suspended
CUST01685,BB00001397,Fiber 699,Fiber,100,2024-06-15,Inactive
CUST04661,BB00001398,Fiber 1999,Fiber,500,2023-11-29,Inactive
CUST01515,BB00001399,Fiber 999,Fiber,200,2024-09-03,Active
CUST02405,BB00001400,Fiber 999,Fiber,200,2022-01-14,Suspended
CUST02022,BB00001401,Fiber 1999,Fiber,500,2022-12-10,Active
CUST04554,BB00001402,Fiber 1999,Fiber,500,2023-07-07,Suspended
CUST01768,BB00001403,Fiber 1499,Fiber,300,2025-07-20,Inactive
CUST00175,BB00001404,Fiber 1999,Fiber,500,2022-07-03,Active
CUST01555,BB00001405,Fiber 799,Fiber,150,2023-03-15,Suspended
CUST04216,BB00001406,Fiber 799,Fiber,150,2025-05-19,Inactive
CUST01483,BB00001407,Fiber 699,Fiber,100,2023-11-12,Inactive
CUST04462,BB00001408,Fiber 799,Fiber,150,2026-06-07,Inactive
CUST00218,BB00001409,Fiber 2499,Fiber,1000,2025-05-07,Suspended
CUST03915,BB00001410,Fiber 2499,Fiber,1000,2026-01-08,Suspended
CUST03721,BB00001411,Fiber 499,Fiber,40,2022-02-08,Active
CUST00691,BB00001412,Fiber 499,Fiber,40,2022-10-10,Active
CUST02578,BB00001413,Fiber 499,Fiber,40,2024-06-05,Active
CUST02234,BB00001414,Fiber 2499,Fiber,1000,2025-09-29,Inactive
CUST02239,BB00001415,Fiber 999,Fiber,200,2022-12-07,Active
CUST01107,BB00001416,Fiber 1499,Fiber,300,2021-07-25,Suspended
CUST01790,BB00001417,Fiber 999,Fiber,200,2023-12-05,Suspended
CUST03189,BB00001418,Fiber 2499,Fiber,1000,2024-02-12,Suspended
CUST02437,BB00001419,Fiber 2499,Fiber,1000,2025-09-08,Inactive
CUST00612,BB00001420,Fiber 799,Fiber,150,2022-07-31,Suspended
CUST03661,BB00001421,Fiber 1999,Fiber,500,2023-10-01,Suspended
CUST03712,BB00001422,Fiber 1999,Fiber,500,2024-09-06,Suspended
CUST00577,BB00001423,Fiber 1499,Fiber,300,2023-08-17,Inactive
CUST02064,BB00001424,Fiber 999,Fiber,200,2025-09-03,Inactive
CUST04436,BB00001425,Fiber 699,Fiber,100,2026-04-13,Active
CUST01181,BB00001426,Fiber 699,Fiber,100,2021-12-13,Suspended
CUST00889,BB00001427,Fiber 1499,Fiber,300,2022-08-05,Suspended
CUST03129,BB00001428,Fiber 1499,Fiber,300,2023-01-16,Suspended
CUST01733,BB00001429,Fiber 2499,Fiber,1000,2022-09-07,Suspended
CUST02664,BB00001430,Fiber 699,Fiber,100,2022-11-28,Active
CUST00818,BB00001431,Fiber 799,Fiber,150,2022-09-05,Suspended
CUST03278,BB00001432,Fiber 1999,Fiber,500,2022-06-20,Active
CUST01860,BB00001433,Fiber 1499,Fiber,300,2023-05-28,Inactive
CUST00209,BB00001434,Fiber 1499,Fiber,300,2023-11-04,Inactive
CUST00294,BB00001435,Fiber 1499,Fiber,300,2025-02-06,Suspended
CUST01120,BB00001436,Fiber 1999,Fiber,500,2024-11-07,Inactive
CUST02214,BB00001437,Fiber 2499,Fiber,1000,2021-12-26,Active
CUST01610,BB00001438,Fiber 999,Fiber,200,2025-04-13,Suspended
CUST01265,BB00001439,Fiber 699,Fiber,100,2025-04-17,Active
CUST00991,BB00001440,Fiber 799,Fiber,150,2024-02-20,Suspended
CUST04198,BB00001441,Fiber 799,Fiber,150,2026-01-04,Suspended
CUST01617,BB00001442,Fiber 499,Fiber,40,2023-09-30,Inactive
CUST00354,BB00001443,Fiber 699,Fiber,100,2024-04-16,Active
CUST04558,BB00001444,Fiber 999,Fiber,200,2021-09-12,Suspended
CUST02023,BB00001445,Fiber 799,Fiber,150,2024-12-11,Active
CUST03691,BB00001446,Fiber 699,Fiber,100,2023-12-11,Inactive
CUST02556,BB00001447,Fiber 799,Fiber,150,2022-01-11,Active
CUST03049,BB00001448,Fiber 1499,Fiber,300,2022-09-16,Active
CUST01229,BB00001449,Fiber 999,Fiber,200,2021-09-26,Active
CUST00260,BB00001450,Fiber 999,Fiber,200,2022-05-29,Inactive
CUST01520,BB00001451,Fiber 1499,Fiber,300,2025-04-26,Inactive
CUST01778,BB00001452,Fiber 799,Fiber,150,2023-11-14,Active
CUST04740,BB00001453,Fiber 2499,Fiber,1000,2024-08-01,Inactive
CUST01771,BB00001454,Fiber 1999,Fiber,500,2022-06-04,Suspended
CUST04354,BB00001455,Fiber 2499,Fiber,1000,2025-07-14,Suspended
CUST00053,BB00001456,Fiber 799,Fiber,150,2024-05-28,Active
CUST03474,BB00001457,Fiber 1499,Fiber,300,2023-05-11,Suspended
CUST04684,BB00001458,Fiber 1999,Fiber,500,2022-08-25,Active
CUST04412,BB00001459,Fiber 799,Fiber,150,2024-09-05,Inactive
CUST02410,BB00001460,Fiber 999,Fiber,200,2024-05-31,Active
CUST02788,BB00001461,Fiber 799,Fiber,150,2022-12-14,Suspended
CUST02345,BB00001462,Fiber 799,Fiber,150,2021-10-30,Active
CUST01034,BB00001463,Fiber 699,Fiber,100,2021-10-06,Inactive
CUST01098,BB00001464,Fiber 1499,Fiber,300,2024-09-17,Active
CUST00544,BB00001465,Fiber 1999,Fiber,500,2024-08-10,Active
CUST01047,BB00001466,Fiber 699,Fiber,100,2022-04-24,Suspended
CUST01895,BB00001467,Fiber 1999,Fiber,500,2024-10-27,Active
CUST04377,BB00001468,Fiber 1999,Fiber,500,2023-07-29,Active
CUST00031,BB00001469,Fiber 2499,Fiber,1000,2024-01-25,Inactive
CUST00726,BB00001470,Fiber 2499,Fiber,1000,2024-02-09,Inactive
